人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,状態,状態の開始日,底本名,出版社名,作品名読み,原題,XHTML/HTMLファイルURL
1938,新村 出,58505,『小言林』あとがき,新字新仮名,,公開,2019-03-22,新村出全集第九巻,筑摩書房,『しょうげんりん』あとがき,,https://www.aozora.gr.jp/cards/001938/files/58505_67349.html
1938,新村 出,58506,『新辞泉』序文,新字新仮名,,公開,2019-03-22,新村出全集第九巻,筑摩書房,『しんじせん』じょぶん,,https://www.aozora.gr.jp/cards/001938/files/58506_67348.html
1938,新村 出,59081,蕗の薹,新字旧仮名,,公開,2020-08-17,花の名随筆3　三月の花,作品社,ふきのとう,,https://www.aozora.gr.jp/cards/001938/files/59081_71463.html
1938,新村 出,59080,連翹の花,新字旧仮名,,公開,2019-10-04,花の名随筆3　三月の花,作品社,れんぎょうのはな,,https://www.aozora.gr.jp/cards/001938/files/59080_69312.html
912,スウィフト ジョナサン,4268,アイルランドにおける貧民の子女が、その両親ならびに国家にとっての重荷となることを防止し、かつ社会に対して有用ならしめんとする方法についての私案,新字新仮名,sogo ,公開,2001-09-08,,,アイルランドにおけるひんみんのしじょが、そのりょうしんならびにこっかにとってのおもにとなることをぼうしし、かつしゃかいにたいしてゆうようならしめんとするほうほうについてのしあん,"A MODEST PROPOSAL FOR PREVENTING THE CHILDREN OF POOR PEOPLE IN IRELAND, FROM BEING A BURDEN ON THEIR PARENTS OR COUNTRY, AND FOR MAKING THEM BENEFICIAL TO THE PUBLICK.",http://www.e-freetext.net/mdstj.html
912,スウィフト ジョナサン,4673,ガリバー旅行記,新字新仮名,原 民喜,公開,2003-05-05,ガリバー旅行記,講談社文芸文庫、講談社,ガリバーりょこうき,,https://www.aozora.gr.jp/cards/000912/files/4673_9768.html
922,末弘 厳太郎,47098,新たに法学部に入学された諸君へ,新字新仮名,,公開,2008-05-22,役人学三則,岩波現代文庫、岩波書店,あらたにほうがくぶににゅうがくされたしょくんへ,,https://www.aozora.gr.jp/cards/000922/files/47098_31034.html
922,末弘 厳太郎,45642,嘘の効用,新字新仮名,,公開,2007-12-03,役人学三則,岩波現代文庫、岩波書店,うそのこうよう,,https://www.aozora.gr.jp/cards/000922/files/45642_28592.html
922,末弘 厳太郎,47099,小知恵にとらわれた現代の法律学,新字新仮名,,公開,2008-05-22,役人学三則,岩波現代文庫、岩波書店,こぢえにとらわれたげんだいのほうりつがく,,https://www.aozora.gr.jp/cards/000922/files/47099_31035.html
922,末弘 厳太郎,43242,役人学三則,新字新仮名,,公開,2005-02-02,役人学三則,岩波現代文庫、岩波書店,やくにんがくさんそく,,https://www.aozora.gr.jp/cards/000922/files/43242_17420.html
922,末弘 厳太郎,45215,役人の頭,新字新仮名,,公開,2005-05-07,役人学三則,岩波現代文庫、岩波書店,やくにんのあたま,,https://www.aozora.gr.jp/cards/000922/files/45215_18240.html
1607,末吉 安持,54493,哀音,新字旧仮名,,公開,2018-02-26,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,あいおん,,https://www.aozora.gr.jp/cards/001607/files/54493_63903.html
1607,末吉 安持,54494,秋の一夕,新字旧仮名,,公開,2018-09-29,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,あきのいっせき,,https://www.aozora.gr.jp/cards/001607/files/54494_65772.html
1607,末吉 安持,54495,悪夢,新字旧仮名,,公開,2018-06-03,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,あくむ,,https://www.aozora.gr.jp/cards/001607/files/54495_64924.html
1607,末吉 安持,54496,茴香,新字旧仮名,,公開,2018-06-03,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,ういきょう,,https://www.aozora.gr.jp/cards/001607/files/54496_64925.html
1607,末吉 安持,54499,おもひで,新字旧仮名,,公開,2018-11-06,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,おもいで,,https://www.aozora.gr.jp/cards/001607/files/54499_66311.html
1607,末吉 安持,54503,かさぬ宿,新字旧仮名,,公開,2019-01-15,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,かさぬやど,,https://www.aozora.gr.jp/cards/001607/files/54503_66733.html
1607,末吉 安持,54510,騎士と姫,新字旧仮名,,公開,2018-04-17,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,きしとひめ,,https://www.aozora.gr.jp/cards/001607/files/54510_64357.html
1607,末吉 安持,54500,この日,新字旧仮名,,公開,2019-01-15,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,このひ,,https://www.aozora.gr.jp/cards/001607/files/54500_66734.html
1607,末吉 安持,54512,坂,新字旧仮名,,公開,2018-06-30,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,さか,,https://www.aozora.gr.jp/cards/001607/files/54512_64964.html
1607,末吉 安持,54513,霜夜,新字旧仮名,,公開,2018-02-26,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,しもよ,,https://www.aozora.gr.jp/cards/001607/files/54513_63905.html
1607,末吉 安持,54509,寂寞,新字旧仮名,,公開,2018-02-26,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,じゃくまく,,https://www.aozora.gr.jp/cards/001607/files/54509_63904.html
1607,末吉 安持,54511,しやうりの歌,新字旧仮名,,公開,2018-06-30,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,しょうりのうた,,https://www.aozora.gr.jp/cards/001607/files/54511_64965.html
1607,末吉 安持,54501,信姫,新字旧仮名,,公開,2018-04-17,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,しんひめ,,https://www.aozora.gr.jp/cards/001607/files/54501_64358.html
1607,末吉 安持,54508,友に,新字旧仮名,,公開,2019-01-15,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,ともに,,https://www.aozora.gr.jp/cards/001607/files/54508_66735.html
1607,末吉 安持,54507,夏の日,新字旧仮名,,公開,2018-07-27,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,なつのひ,,https://www.aozora.gr.jp/cards/001607/files/54507_65227.html
1607,末吉 安持,54506,如是,新字旧仮名,,公開,2018-11-06,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,にょぜ,,https://www.aozora.gr.jp/cards/001607/files/54506_66310.html
1607,末吉 安持,54505,ねたみ,新字旧仮名,,公開,2019-03-02,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,ねたみ,,https://www.aozora.gr.jp/cards/001607/files/54505_67315.html
1607,末吉 安持,54504,文月のひと日,新字旧仮名,,公開,2018-07-27,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,ふみづきのひとひ,,https://www.aozora.gr.jp/cards/001607/files/54504_65226.html
1607,末吉 安持,54502,焔の后,新字旧仮名,,公開,2018-04-17,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,ほのおのきさい,,https://www.aozora.gr.jp/cards/001607/files/54502_64356.html
1607,末吉 安持,53836,夕の賦,新字旧仮名,,公開,2019-03-02,沖縄文学選　日本文学のエッジからの問い,勉誠出版,ゆうのふ,,https://www.aozora.gr.jp/cards/001607/files/53836_67316.html
1607,末吉 安持,54498,夕,新字旧仮名,,公開,2018-11-06,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,ゆうべ,,https://www.aozora.gr.jp/cards/001607/files/54498_66312.html
1607,末吉 安持,54497,わが画,新字旧仮名,,公開,2018-09-29,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,わがえ,,https://www.aozora.gr.jp/cards/001607/files/54497_65773.html
1607,末吉 安持,54547,わなゝき,新字旧仮名,,公開,2019-03-02,沖縄文学全集　第1巻　詩Ⅰ,国書刊行会,わななき,,https://www.aozora.gr.jp/cards/001607/files/54547_67317.html
1409,菅野 徳助,50131,アーサー王物語,旧字旧仮名,菅野 徳助、奈倉 次郎,公開,2011-04-04,第八篇　アーサー王物語,青年英文学叢書、三省堂書店【近代デジタルライブラリー利用】,アーサーおうものがたり,,https://www.aozora.gr.jp/cards/000140/files/50131_42408.html
1120,須川 邦彦,42767,無人島に生きる十六人,新字新仮名,,公開,2004-06-08,無人島に生きる十六人,新潮文庫、新潮社,むじんとうにいきるじゅうろくにん,,https://www.aozora.gr.jp/cards/001120/files/42767_15618.html
133,菅原孝標女 ,706,更級日記,新字旧仮名,,公開,1997-10-27,宮内庁書陵部本の写真版,武蔵野書院,さらしなにっき,,
606,杉田 久女,43583,朱欒の花のさく頃,新字新仮名,,公開,2004-11-27,杉田久女随筆集,講談社文芸文庫、講談社,ザボンのはなのさくころ,,https://www.aozora.gr.jp/cards/000606/files/43583_16912.html
606,杉田 久女,44911,女流俳句を味読す,新字新仮名,,公開,2006-05-06,杉田久女随筆集,講談社,じょりゅうはいくをみどくす,,https://www.aozora.gr.jp/cards/000606/files/44911_22424.html
606,杉田 久女,43591,大正女流俳句の近代的特色,新字新仮名,,公開,2004-12-18,杉田久女随筆集,講談社文芸文庫、講談社,たいしょうじょりゅうはいくのきんだいてきとくしょく,,https://www.aozora.gr.jp/cards/000606/files/43591_17038.html
606,杉田 久女,43592,英彦山に登る,新字新仮名,,公開,2004-12-18,杉田久女随筆集,講談社文芸文庫、講談社,ひこさんにのぼる,,https://www.aozora.gr.jp/cards/000606/files/43592_17037.html
606,杉田 久女,4878,瓢作り,新字旧仮名,,公開,2003-08-01,花の名随筆8　八月の花,作品社,ひさごづくり,,https://www.aozora.gr.jp/cards/000606/files/4878_11292.html
606,杉田 久女,44912,梟啼く,新字新仮名,,公開,2006-05-06,杉田久女随筆集,講談社,ふくろうなく,,https://www.aozora.gr.jp/cards/000606/files/44912_22423.html
606,杉田 久女,49176,万葉の手古奈とうなひ処女,新字旧仮名,,公開,2009-05-25,杉田久女全集第二巻,立風書房,まんようのてこなとうないおとめ,,https://www.aozora.gr.jp/cards/000606/files/49176_35059.html
608,杉村 楚人冠,51135,検疫と荷物検査,新字旧仮名,,公開,2018-07-25,日本の名随筆79　港,作品社,けんえきとにもつけんさ,,https://www.aozora.gr.jp/cards/000608/files/51135_65223.html
969,杉山 萠円,2142,梅津只円翁伝,新字新仮名,,公開,2006-06-05,夢野久作全集11,ちくま文庫、筑摩書房,うめづしえんおうでん,,https://www.aozora.gr.jp/cards/000096/files/2142_23060.html
969,杉山 萠円,940,街頭から見た新東京の裏面,新字新仮名,,公開,2000-04-25,夢野久作全集2,ちくま文庫、筑摩書房,がいとうからみたしんとうきょうのりめん,,https://www.aozora.gr.jp/cards/000096/files/940_21952.html
969,杉山 萠円,2096,黒白ストーリー,新字新仮名,,公開,2005-09-28,夢野久作全集3,ちくま文庫、筑摩書房,こくびゃくストーリー,,https://www.aozora.gr.jp/cards/000096/files/2096_19350.html
969,杉山 萠円,936,白髪小僧,新字新仮名,,公開,2000-02-05,夢野久作全集1,ちくま文庫、筑摩書房,しらがこぞう,,https://www.aozora.gr.jp/cards/000096/files/936_21787.html
969,杉山 萠円,939,東京人の堕落時代,新字新仮名,,公開,2000-04-28,夢野久作全集2,ちくま文庫、筑摩書房,とうきょうじんのだらくじだい,,https://www.aozora.gr.jp/cards/000096/files/939_21954.html
957,鈴木 梅太郎,43529,ヴィタミン研究の回顧,旧字旧仮名,,公開,2005-01-11,研究の回顧,輝文堂書房,ヴィタミンけんきゅうのかいこ,,https://www.aozora.gr.jp/cards/000957/files/43529_17211.html
46,鈴木 行三,4488,梅若七兵衛,新字新仮名,鈴木 行三,公開,2003-11-26,圓朝全集　巻の三,近代文芸資料複刻叢書、世界文庫,うめわかしちべえ,,https://www.aozora.gr.jp/cards/000989/files/4488_13768.html
46,鈴木 行三,2614,敵討札所の霊験,新字新仮名,鈴木 行三,公開,2005-04-28,圓朝全集　巻の二,近代文芸資料複刻叢書、世界文庫,かたきうちふだしょのれいげん,,https://www.aozora.gr.jp/cards/000989/files/2614_18139.html
46,鈴木 行三,1488,菊模様皿山奇談,新字新仮名,鈴木 行三,公開,2001-01-06,圓朝全集　巻の九,近代文芸・資料複刻叢書、世界文庫,きくもようさらやまきだん,,https://www.aozora.gr.jp/cards/000989/files/1488_16148.html
46,鈴木 行三,43874,塩原多助一代記,新字新仮名,鈴木 行三,公開,2011-03-15,圓朝全集　巻の十二,近代文芸資料複刻叢書、世界文庫,しおばらたすけいちだいき,,https://www.aozora.gr.jp/cards/000989/files/43874_42200.html
46,鈴木 行三,350,真景累ヶ淵,新字新仮名,鈴木 行三,公開,2000-04-18,定本　圓朝全集　巻の一,近代文芸・資料複刻叢書、世界文庫,しんけいかさねがふち,,https://www.aozora.gr.jp/cards/000989/files/350_33176.html
46,鈴木 行三,353,政談月の鏡,新字新仮名,鈴木 行三,公開,2000-05-09,定本　圓朝全集　巻の一,近代文芸・資料複刻叢書、世界文庫,せいだんつきのかがみ,,https://www.aozora.gr.jp/cards/000989/files/353_59109.html
46,鈴木 行三,1490,西洋人情話　英国孝子ジョージスミス之伝,新字新仮名,鈴木 行三,公開,2001-01-08,圓朝全集　巻の九,近代文芸資料複刻叢書、世界文庫,せいようにんじょうばなし　えいこくこうしジョージスミスのでん,,https://www.aozora.gr.jp/cards/000989/files/1490.html
46,鈴木 行三,351,業平文治漂流奇談,新字新仮名,鈴木 行三,公開,2000-01-18,圓朝全集　巻の四,近代文芸・資料複刻叢書、世界文庫,なりひらぶんじひょうりゅうきだん,,https://www.aozora.gr.jp/cards/000989/files/351.html
46,鈴木 行三,349,根岸お行の松　因果塚の由来,新字新仮名,鈴木 行三,公開,2000-06-30,圓朝全集　巻の四,近代文芸・資料複刻叢書、世界文庫,ねぎしおゆきのまつ　いんがづかのゆらい,,https://www.aozora.gr.jp/cards/000989/files/349.html
46,鈴木 行三,42687,後の業平文治,新字新仮名,鈴木 行三,公開,2000-02-25,圓朝全集　巻の四,近代文芸・資料複刻叢書、世界文庫,のちのなりひらぶんじ,,https://www.aozora.gr.jp/cards/000989/files/42687_14323.html
46,鈴木 行三,348,文七元結,新字新仮名,鈴木 行三,公開,2000-05-08,定本　圓朝全集　巻の一,近代文芸・資料複刻叢書、世界文庫,ぶんしちもとゆい,,https://www.aozora.gr.jp/cards/000989/files/348_59108.html
46,鈴木 行三,1489,名人長二,新字新仮名,鈴木 行三,公開,2000-10-31,圓朝全集　巻の九,近代文芸資料複刻叢書、世界文庫,めいじんちょうじ,,https://www.aozora.gr.jp/cards/000989/files/1489_4810.html
46,鈴木 行三,354,闇夜の梅,新字新仮名,鈴木 行三,公開,2000-05-10,定本　圓朝全集　巻の一,近代文芸・資料複刻叢書、世界文庫,やみよのうめ,,https://www.aozora.gr.jp/cards/000989/files/354_59110.html
1350,鈴木 鼓村,49195,狸問答,新字新仮名,,公開,2008-10-03,文豪怪談傑作選・特別篇　百物語怪談会,ちくま文庫、筑摩書房,たぬきもんどう,,https://www.aozora.gr.jp/cards/001350/files/49195_33002.html
1350,鈴木 鼓村,49196,二面の箏,新字新仮名,,公開,2008-10-03,文豪怪談傑作選・特別篇　百物語怪談会,ちくま文庫、筑摩書房,にめんのこと,,https://www.aozora.gr.jp/cards/001350/files/49196_33004.html
1350,鈴木 鼓村,49197,雪の透く袖,新字新仮名,,公開,2008-10-03,文豪怪談傑作選・特別篇　百物語怪談会,ちくま文庫、筑摩書房,ゆきのすくそで,,https://www.aozora.gr.jp/cards/001350/files/49197_33003.html
92,鈴木 志郎康,524,口に入れてうれしい,新字新仮名,,公開,1997-10-05,,,くちにいれてうれしい,,
92,鈴木 志郎康,543,メディア対「私」,新字新仮名,,公開,1997-10-05,,,メディアたい「わたし」,,
1833,鈴木 大拙,58057,洪川禅師のことども,新字新仮名,,公開,2017-11-11,禅堂生活,岩波文庫、岩波書店,こうせんぜんじのことども,,https://www.aozora.gr.jp/cards/001833/files/58057_63070.html
1833,鈴木 大拙,58058,釈宗演師を語る,新字新仮名,,公開,2018-07-12,禅堂生活,岩波文庫、岩波書店,しゃくそうえんしをかたる,,https://www.aozora.gr.jp/cards/001833/files/58058_65207.html
1833,鈴木 大拙,58059,僧堂教育論,新字新仮名,,公開,2017-07-12,禅堂生活,岩波文庫、岩波書店,そうどうきょういくろん,,https://www.aozora.gr.jp/cards/001833/files/58059_61996.html
1833,鈴木 大拙,58139,時の流れ,新字旧仮名,,公開,2017-01-01,日本の名随筆91　時,作品社,ときのながれ,,https://www.aozora.gr.jp/cards/001833/files/58139_60648.html
1833,鈴木 大拙,58060,楞迦窟老大師の一年忌に当りて,新字新仮名,,公開,2018-10-18,禅堂生活,岩波文庫、岩波書店,りょうがくつろうたいしのいちねんきにあたりて,,https://www.aozora.gr.jp/cards/001833/files/58060_66097.html
1833,鈴木 大拙,58061,鹿山庵居,新字新仮名,,公開,2017-10-18,禅堂生活,岩波文庫、岩波書店,ろくさんあんきょ,,https://www.aozora.gr.jp/cards/001833/files/58061_62860.html
107,鈴木 三重吉,45191,青い顔かけの勇士,新字旧仮名,,公開,2007-04-02,日本児童文学大系　第一〇巻,ほるぷ出版,あおいかおかけのゆうし,,https://www.aozora.gr.jp/cards/000107/files/45191_26254.html
107,鈴木 三重吉,50443,赤い鳥,旧字旧仮名,,公開,2013-02-23,鈴木三重吉全集　第二巻,岩波書店,あかいとり,,https://www.aozora.gr.jp/cards/000107/files/50443_49960.html
107,鈴木 三重吉,45183,一本足の兵隊,新字旧仮名,,公開,2006-08-29,日本児童文学大系　第一〇巻,ほるぷ出版,いっぽんあしのへいたい,,https://www.aozora.gr.jp/cards/000107/files/45183_23822.html
107,鈴木 三重吉,1529,黄金鳥,新字新仮名,,公開,2006-05-23,鈴木三重吉童話集,岩波文庫、岩波書店,おうごんちょう,,https://www.aozora.gr.jp/cards/000107/files/1529_23020.html
107,鈴木 三重吉,18332,岡の家,新字新仮名,,公開,2004-03-06,鈴木三重吉童話集,岩波文庫、岩波書店,おかのいえ,,https://www.aozora.gr.jp/cards/000107/files/18332_14451.html
107,鈴木 三重吉,50444,女の子,旧字旧仮名,,公開,2010-07-24,鈴木三重吉全集　第二巻,岩波書店,おんなのこ,,https://www.aozora.gr.jp/cards/000107/files/50444_39677.html
107,鈴木 三重吉,45193,かたつむり,新字旧仮名,,公開,2007-04-02,日本児童文学大系　第一〇巻,ほるぷ出版,かたつむり,,https://www.aozora.gr.jp/cards/000107/files/45193_26255.html
107,鈴木 三重吉,50445,胡瓜の種,旧字旧仮名,,公開,2010-07-24,鈴木三重吉全集　第二巻,岩波書店,きゅうりのたね,,https://www.aozora.gr.jp/cards/000107/files/50445_39678.html
107,鈴木 三重吉,50446,金魚,旧字旧仮名,,公開,2010-07-24,鈴木三重吉全集　第二巻,岩波書店,きんぎょ,,https://www.aozora.gr.jp/cards/000107/files/50446_39679.html
107,鈴木 三重吉,47173,桑の実,新字旧仮名,,公開,2017-06-27,現代日本文學大系　29,筑摩書房,くわのみ,,https://www.aozora.gr.jp/cards/000107/files/47173_61604.html
107,鈴木 三重吉,45187,小犬,新字旧仮名,,公開,2007-04-02,日本児童文学大系　第一〇巻,ほるぷ出版,こいぬ,,https://www.aozora.gr.jp/cards/000107/files/45187_26256.html
107,鈴木 三重吉,45192,乞食の子,新字旧仮名,,公開,2006-08-29,日本児童文学大系　第一〇巻,ほるぷ出版,こじきのこ,,https://www.aozora.gr.jp/cards/000107/files/45192_23819.html
107,鈴木 三重吉,1530,古事記物語,新字新仮名,,公開,2001-11-19,古事記物語,角川文庫、角川書店,こじきものがたり,,https://www.aozora.gr.jp/cards/000107/files/1530_54106.html
107,鈴木 三重吉,1528,湖水の女,新字新仮名,,公開,2006-05-23,鈴木三重吉童話集,岩波文庫、岩波書店,こすいのおんな,,https://www.aozora.gr.jp/cards/000107/files/1528_23021.html
107,鈴木 三重吉,45181,湖水の鐘,新字旧仮名,,公開,2006-08-29,日本児童文学大系　第一〇巻,ほるぷ出版,こすいのかね,,https://www.aozora.gr.jp/cards/000107/files/45181_23824.html
107,鈴木 三重吉,45196,子守つ子,新字旧仮名,鈴木 三重吉,公開,2005-08-30,日本児童文学大系　第一〇巻,ほるぷ出版,こもりっこ,,https://www.aozora.gr.jp/cards/001155/files/45196_19223.html
107,鈴木 三重吉,45186,ざんげ,新字旧仮名,,公開,2006-08-29,日本児童文学大系　第一〇巻,ほるぷ出版,ざんげ,,https://www.aozora.gr.jp/cards/000107/files/45186_23823.html
107,鈴木 三重吉,45197,そり（童話）,新字旧仮名,鈴木 三重吉,公開,2007-12-12,日本児童文学大系　第一〇巻,ほるぷ出版,そり（どうわ）,,https://www.aozora.gr.jp/cards/000365/files/45197_28725.html
107,鈴木 三重吉,4284,大震火災記,新字新仮名,,公開,2002-10-01,鈴木三重吉童話集,岩波文庫、岩波書店,だいしんかさいき,,https://www.aozora.gr.jp/cards/000107/files/4284_6940.html
107,鈴木 三重吉,45188,ダマスカスの賢者,新字旧仮名,,公開,2007-04-02,日本児童文学大系　第一〇巻,ほるぷ出版,ダマスカスのけんじゃ,,https://www.aozora.gr.jp/cards/000107/files/45188_26257.html
107,鈴木 三重吉,1532,千鳥,新字新仮名,,公開,2005-11-19,日本文学全集18　鈴木三重吉　森田草平集,集英社,ちどり,,https://www.aozora.gr.jp/cards/000107/files/1532_20039.html
107,鈴木 三重吉,18333,デイモンとピシアス,新字新仮名,,公開,2004-03-06,鈴木三重吉童話集,岩波文庫、岩波書店,デイモンとピシアス,,https://www.aozora.gr.jp/cards/000107/files/18333_14449.html
107,鈴木 三重吉,45195,てがみ,新字旧仮名,鈴木 三重吉,公開,2005-08-30,日本児童文学大系　第一〇巻,ほるぷ出版,てがみ,,https://www.aozora.gr.jp/cards/001155/files/45195_19224.html
107,鈴木 三重吉,45190,パナマ運河を開いた話,新字旧仮名,,公開,2007-04-05,日本児童文学大系　第一〇巻,ほるぷ出版,パナマうんがをひらいたはなし,,https://www.aozora.gr.jp/cards/000107/files/45190_26258.html
107,鈴木 三重吉,549,ぶくぶく長々火の目小僧,新字新仮名,,公開,2000-02-15,鈴木三重吉童話集,岩波文庫、岩波書店,ぶくぶくながながひのめこぞう,,https://www.aozora.gr.jp/cards/000107/files/549_20953.html
107,鈴木 三重吉,45185,蛇つかひ,新字旧仮名,,公開,2007-04-05,日本児童文学大系　第一〇巻,ほるぷ出版,へびつかい,,https://www.aozora.gr.jp/cards/000107/files/45185_26259.html
107,鈴木 三重吉,45180,星の女,新字旧仮名,,公開,2006-08-29,日本児童文学大系　第一〇巻,ほるぷ出版,ほしのおんな,,https://www.aozora.gr.jp/cards/000107/files/45180_23820.html
107,鈴木 三重吉,45182,ぽつぽのお手帳,新字旧仮名,,公開,2006-08-29,日本児童文学大系　第一〇巻,ほるぷ出版,ぽっぽのおてちょう,,https://www.aozora.gr.jp/cards/000107/files/45182_23821.html
107,鈴木 三重吉,45194,村の学校（実話）,新字旧仮名,鈴木 三重吉,公開,2007-05-22,日本児童文学大系　第一〇巻,ほるぷ出版,むらのがっこう（じつわ）,,https://www.aozora.gr.jp/cards/001181/files/45194_26609.html
107,鈴木 三重吉,18375,やどなし犬,新字新仮名,,公開,2004-03-06,鈴木三重吉童話集,岩波文庫、岩波書店,やどなしいぬ,,https://www.aozora.gr.jp/cards/000107/files/18375_14450.html
107,鈴木 三重吉,45189,勇士ウ※［＃小書き片仮名ヲ］ルター（実話）,新字旧仮名,,公開,2007-04-05,日本児童文学大系　第一〇巻,ほるぷ出版,ゆうしウォルター（じつわ）,,https://www.aozora.gr.jp/cards/000107/files/45189_26260.html
150,薄田 泣菫,16035,飛鳥寺,旧字旧仮名,,公開,2003-04-01,現代日本紀行文学全集　西日本編,ほるぷ出版,あすかでら,,https://www.aozora.gr.jp/cards/000150/files/16035_9541.html
150,薄田 泣菫,4894,価,新字旧仮名,,公開,2005-05-19,日本の名随筆39　藝,作品社,あたい,,https://www.aozora.gr.jp/cards/000150/files/4894_18422.html
150,薄田 泣菫,804,雨の日に香を燻く,新字旧仮名,,公開,2000-07-29,日本の名随筆33　水,作品社,あめのひにこうをたく,,https://www.aozora.gr.jp/cards/000150/files/804_17702.html
150,薄田 泣菫,4901,石を愛するもの,新字旧仮名,,公開,2005-05-19,日本の名随筆88　石,作品社,いしをあいするもの,,https://www.aozora.gr.jp/cards/000150/files/4901_18424.html
150,薄田 泣菫,4911,贋物,新字旧仮名,,公開,2005-05-19,日本の名随筆　別巻9　骨董,作品社,がんぶつ,,https://www.aozora.gr.jp/cards/000150/files/4911_18423.html
150,薄田 泣菫,16036,喜光寺,旧字旧仮名,,公開,2003-04-01,現代日本紀行文学全集　西日本編,ほるぷ出版,きこうじ,,https://www.aozora.gr.jp/cards/000150/files/16036_9542.html
150,薄田 泣菫,4895,茸の香,新字旧仮名,,公開,2014-08-25,日本の名随筆48　香,作品社,きのこのかおり,,https://www.aozora.gr.jp/cards/000150/files/4895_54050.html
150,薄田 泣菫,42241,泣菫詩抄,旧字旧仮名,,公開,2013-08-03,泣菫詩抄,岩波文庫、岩波書店,きゅうきんししょう,,https://www.aozora.gr.jp/cards/000150/files/42241_50948.html
150,薄田 泣菫,4900,器用な言葉の洒落,新字旧仮名,,公開,2014-08-25,日本の名随筆70　語,作品社,きようなことばのしゃれ,,https://www.aozora.gr.jp/cards/000150/files/4900_54049.html
150,薄田 泣菫,16037,久米の仙人,旧字旧仮名,,公開,2003-04-01,現代日本紀行文学全集　西日本編,ほるぷ出版,くめのせんにん,,https://www.aozora.gr.jp/cards/000150/files/16037_10232.html
150,薄田 泣菫,4350,黒猫,新字旧仮名,,公開,2003-04-06,泣菫随筆,冨山房百科文庫43、冨山房,くろねこ,,https://www.aozora.gr.jp/cards/000150/files/4350_9544.html
150,薄田 泣菫,48324,恋妻であり敵であった,新字旧仮名,,公開,2008-06-18,泣菫随筆,冨山房百科文庫、冨山房,こいつまでありかたきであった,,https://www.aozora.gr.jp/cards/000150/files/48324_31493.html
150,薄田 泣菫,4913,古松研,新字旧仮名,,公開,2005-05-20,日本の名随筆　別巻9　骨董,作品社,こしょうけん,,https://www.aozora.gr.jp/cards/000150/files/4913_18426.html
150,薄田 泣菫,4352,小壺狩,新字旧仮名,,公開,2003-04-06,泣菫随筆,冨山房百科文庫43、冨山房,こつぼがり,,https://www.aozora.gr.jp/cards/000150/files/4352_9545.html
150,薄田 泣菫,16038,西大寺の伎芸天女,旧字旧仮名,,公開,2003-04-01,現代日本紀行文学全集　西日本編,ほるぷ出版,さいだいじのぎげいてんにょ,,https://www.aozora.gr.jp/cards/000150/files/16038_9546.html
150,薄田 泣菫,1527,魚の憂鬱,新字旧仮名,,公開,2000-12-25,日本の名随筆32　魚,作品社,さかなのゆううつ,,https://www.aozora.gr.jp/cards/000150/files/1527_21018.html
150,薄田 泣菫,4898,桜の花,新字旧仮名,,公開,2004-12-08,日本の名随筆65　桜,作品社,さくらのはな,,https://www.aozora.gr.jp/cards/000150/files/4898_16924.html
150,薄田 泣菫,4915,酒,新字旧仮名,,公開,2014-08-28,日本の名随筆66　酔,作品社,さけ,,https://www.aozora.gr.jp/cards/000150/files/4915_54055.html
150,薄田 泣菫,4916,飲酒家,新字旧仮名,,公開,2014-08-28,日本の名随筆66　酔,作品社,さけのみ,,https://www.aozora.gr.jp/cards/000150/files/4916_54054.html
150,薄田 泣菫,42243,詩集の後に,旧字旧仮名,,公開,2006-08-25,明治文學全集　58　土井晩翠　薄田泣菫　蒲原有明集,筑摩書房,ししゅうのあとに,,https://www.aozora.gr.jp/cards/000150/files/42243_23809.html
150,薄田 泣菫,4903,質屋の通帳,新字旧仮名,,公開,2004-12-08,日本の名随筆　別巻18　質屋,作品社,しちやのつうちょう,,https://www.aozora.gr.jp/cards/000150/files/4903_16925.html
150,薄田 泣菫,3387,水仙の幻想,新字旧仮名,,公開,2001-07-06,泣菫随筆,冨山房百科文庫、冨山房,すいせんのげんそう,,https://www.aozora.gr.jp/cards/000150/files/3387_21020.html
