人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,状態,状態の開始日,底本名,出版社名,作品名読み,原題,XHTML/HTMLファイルURL
311,宮本 百合子,4125,あとがき（『作家と作品』）,新字新仮名,,公開,2004-04-15,宮本百合子全集　第十八巻,新日本出版社,あとがき（『さっかとさくひん』）,,https://www.aozora.gr.jp/cards/000311/files/4125_14735.html
311,宮本 百合子,4133,あとがき（『伸子』）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『のぶこ』）,,https://www.aozora.gr.jp/cards/000311/files/4133_14742.html
311,宮本 百合子,4119,あとがき（『伸子』第一部）,新字新仮名,,公開,2004-04-11,宮本百合子全集　第十八巻,新日本出版社,あとがき（『のぶこ』だいいちぶ）,,https://www.aozora.gr.jp/cards/000311/files/4119_14729.html
311,宮本 百合子,4139,あとがき（『二つの庭』）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『ふたつのにわ』）,,https://www.aozora.gr.jp/cards/000311/files/4139_14747.html
311,宮本 百合子,4120,あとがき（『宮本百合子選集』第一巻）,新字新仮名,,公開,2004-04-11,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいいっかん）,,https://www.aozora.gr.jp/cards/000311/files/4120_14730.html
311,宮本 百合子,4136,あとがき（『宮本百合子選集』第九巻）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいきゅうかん）,,https://www.aozora.gr.jp/cards/000311/files/4136_14744.html
311,宮本 百合子,4129,あとがき（『宮本百合子選集』第五巻）,新字新仮名,,公開,2007-08-24,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいごかん）,,https://www.aozora.gr.jp/cards/000311/files/4129_27743.html
311,宮本 百合子,4123,あとがき（『宮本百合子選集』第三巻）,新字新仮名,,公開,2004-04-15,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいさんかん）,,https://www.aozora.gr.jp/cards/000311/files/4123_14733.html
311,宮本 百合子,4140,あとがき（『宮本百合子選集』第十巻）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいじっかん）,,https://www.aozora.gr.jp/cards/000311/files/4140_14748.html
311,宮本 百合子,4241,あとがき（『宮本百合子選集』第十一巻）,新字新仮名,,公開,2004-05-22,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいじゅういっかん）,,https://www.aozora.gr.jp/cards/000311/files/4241_14820.html
311,宮本 百合子,4141,あとがき（『宮本百合子選集』第十五巻）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいじゅうごかん）,,https://www.aozora.gr.jp/cards/000311/files/4141_14749.html
311,宮本 百合子,4130,あとがき（『宮本百合子選集』第七巻）,新字新仮名,,公開,2004-04-15,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいななかん）,,https://www.aozora.gr.jp/cards/000311/files/4130_14739.html
311,宮本 百合子,4132,あとがき（『宮本百合子選集』第二巻）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいにかん）,,https://www.aozora.gr.jp/cards/000311/files/4132_14741.html
311,宮本 百合子,4239,あとがき（『宮本百合子選集』第二巻）,新字新仮名,,公開,2004-05-22,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅ』うだいにかん）,,https://www.aozora.gr.jp/cards/000311/files/4239_14818.html
311,宮本 百合子,4138,あとがき（『宮本百合子選集』第八巻）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいはっかん）,,https://www.aozora.gr.jp/cards/000311/files/4138_14746.html
311,宮本 百合子,4127,あとがき（『宮本百合子選集』第四巻）,新字新仮名,,公開,2004-04-15,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいよんかん）,,https://www.aozora.gr.jp/cards/000311/files/4127_14737.html
311,宮本 百合子,4131,あとがき（『宮本百合子選集』第六巻）,新字新仮名,,公開,2004-04-15,宮本百合子全集　第十八巻,新日本出版社,あとがき（『みやもとゆりこせんしゅう』だいろっかん）,,https://www.aozora.gr.jp/cards/000311/files/4131_14740.html
311,宮本 百合子,4137,あとがき（『モスクワ印象記』）,新字新仮名,,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,あとがき（『モスクワいんしょうき』）,,https://www.aozora.gr.jp/cards/000311/files/4137_14745.html
311,宮本 百合子,4023,兄と弟,新字新仮名,,公開,2003-12-23,宮本百合子全集　第十七巻,新日本出版社,あにとおとうと,,https://www.aozora.gr.jp/cards/000311/files/4023_12696.html
311,宮本 百合子,7934,雨が降って居る,新字新仮名,,公開,2009-03-30,宮本百合子全集　第二十九巻,新日本出版社,あめがふっている,,https://www.aozora.gr.jp/cards/000311/files/7934_34406.html
311,宮本 百合子,3871,雨と子供,新字新仮名,,公開,2003-11-21,宮本百合子全集　第十七巻,新日本出版社,あめとこども,,https://www.aozora.gr.jp/cards/000311/files/3871_12695.html
311,宮本 百合子,3933,雨の小やみ,新字新仮名,,公開,2003-12-06,宮本百合子全集　第十七巻,新日本出版社,あめのこやみ,,https://www.aozora.gr.jp/cards/000311/files/3933_12692.html
311,宮本 百合子,16024,雨の日,新字新仮名,,公開,2008-03-27,宮本百合子全集　第三十巻,新日本出版社,あめのひ,,https://www.aozora.gr.jp/cards/000311/files/16024_29998.html
311,宮本 百合子,3102,雨の昼,新字新仮名,,公開,2003-07-12,宮本百合子全集　第十四巻,新日本出版社,あめのひる,,https://www.aozora.gr.jp/cards/000311/files/3102_10687.html
311,宮本 百合子,3957,アメリカ我観,新字新仮名,,公開,2003-12-12,宮本百合子全集　第十七巻,新日本出版社,アメリカがかん,,https://www.aozora.gr.jp/cards/000311/files/3957_12693.html
311,宮本 百合子,3689,アメリカ文士気質,新字新仮名,,公開,2003-11-03,宮本百合子全集　第十七巻,新日本出版社,アメリカぶんしきしつ,,https://www.aozora.gr.jp/cards/000311/files/3689_12694.html
311,宮本 百合子,2926,あられ笹,新字新仮名,,公開,2003-04-26,宮本百合子全集　第十二巻,新日本出版社,あられささ,,https://www.aozora.gr.jp/cards/000311/files/2926_9210.html
311,宮本 百合子,3952,ありがとうございます,新字新仮名,,公開,2003-12-09,宮本百合子全集　第十七巻,新日本出版社,ありがとうございます,,https://www.aozora.gr.jp/cards/000311/files/3952_12698.html
311,宮本 百合子,3728,有島さんの死について,新字新仮名,,公開,2003-11-12,宮本百合子全集　第十七巻,新日本出版社,ありしまさんのしについて,,https://www.aozora.gr.jp/cards/000311/files/3728_12699.html
311,宮本 百合子,3731,有島氏の死を知って,新字新仮名,,公開,2003-11-12,宮本百合子全集　第十七巻,新日本出版社,ありしましのしをしって,,https://www.aozora.gr.jp/cards/000311/files/3731_12700.html
311,宮本 百合子,4185,有島武郎の死によせて,新字新仮名,,公開,2004-05-04,宮本百合子全集　第十八巻,新日本出版社,ありしまたけおのしによせて,,https://www.aozora.gr.jp/cards/000311/files/4185_14774.html
311,宮本 百合子,2883,「或る女」についてのノート,新字新仮名,,公開,2003-02-25,宮本百合子全集　第十巻,新日本出版社,「あるおんな」についてのノート,,https://www.aozora.gr.jp/cards/000311/files/2883_8411.html
311,宮本 百合子,2964,ある回想から,新字新仮名,,公開,2003-05-06,宮本百合子全集　第十三巻,新日本出版社,あるかいそうから,,https://www.aozora.gr.jp/cards/000311/files/2964_10045.html
311,宮本 百合子,4230,或る画家の祝宴,新字新仮名,,公開,2004-05-17,宮本百合子全集　第十八巻,新日本出版社,あるがかのしゅくえん,,https://www.aozora.gr.jp/cards/000311/files/4230_14809.html
311,宮本 百合子,3160,或る心持よい夕方,新字新仮名,,公開,2003-07-30,宮本百合子全集　第十四巻,新日本出版社,あるこころもちよいゆうがた,,https://www.aozora.gr.jp/cards/000311/files/3160_10803.html
311,宮本 百合子,4173,或日,新字新仮名,,公開,2004-04-28,宮本百合子全集　第十八巻,新日本出版社,あるひ,,https://www.aozora.gr.jp/cards/000311/files/4173_14767.html
311,宮本 百合子,15961,或る日,新字新仮名,,公開,2007-10-02,宮本百合子全集　第三十巻,新日本出版社,あるひ,,https://www.aozora.gr.jp/cards/000311/files/15961_27926.html
311,宮本 百合子,3144,アワァビット,新字新仮名,,公開,2003-07-25,宮本百合子全集　第十四巻,新日本出版社,アワァビット,,https://www.aozora.gr.jp/cards/000311/files/3144_10771.html
311,宮本 百合子,1958,杏の若葉,新字新仮名,,公開,2002-01-23,宮本百合子全集　第二巻,新日本出版社,あんずのわかば,,https://www.aozora.gr.jp/cards/000311/files/1958.html
311,宮本 百合子,2829,アンネット,新字新仮名,,公開,2003-01-30,宮本百合子全集　第十巻,新日本出版社,アンネット,,https://www.aozora.gr.jp/cards/000311/files/2829_8413.html
311,宮本 百合子,3960,いい家庭の又の姿,新字新仮名,,公開,2003-12-12,宮本百合子全集　第十七巻,新日本出版社,いいかていのまたのすがた,,https://www.aozora.gr.jp/cards/000311/files/3960_12763.html
311,宮本 百合子,3473,「委員会」のうつりかわり,新字新仮名,,公開,2003-10-26,宮本百合子全集　第十六巻,新日本出版社,「いいんかい」のうつりかわり,,https://www.aozora.gr.jp/cards/000311/files/3473_12379.html
311,宮本 百合子,2990,生きつつある自意識,新字新仮名,,公開,2003-05-16,宮本百合子全集　第十三巻,新日本出版社,いきつつあるじいしき,,https://www.aozora.gr.jp/cards/000311/files/2990_10097.html
311,宮本 百合子,4041,生きている古典,新字新仮名,,公開,2003-12-30,宮本百合子全集　第十七巻,新日本出版社,いきているこてん,,https://www.aozora.gr.jp/cards/000311/files/4041_12764.html
311,宮本 百合子,3958,生きてゆく姿の感銘,新字新仮名,,公開,2003-12-12,宮本百合子全集　第十七巻,新日本出版社,いきてゆくすがたのかんめい,,https://www.aozora.gr.jp/cards/000311/files/3958_12765.html
311,宮本 百合子,15983,生きるための恋愛,新字新仮名,,公開,2007-12-22,宮本百合子全集　第三十巻,新日本出版社,いきるためのれんあい,,https://www.aozora.gr.jp/cards/000311/files/15983_28850.html
311,宮本 百合子,3706,行く可き処に行き着いたのです,新字新仮名,,公開,2003-11-06,宮本百合子全集　第十七巻,新日本出版社,いくべきところにいきついたのです,,https://www.aozora.gr.jp/cards/000311/files/3706_13091.html
311,宮本 百合子,3436,石を投ぐるもの,新字新仮名,,公開,2003-10-18,宮本百合子全集　第十六巻,新日本出版社,いしをなぐるもの,,https://www.aozora.gr.jp/cards/000311/files/3436_12342.html
311,宮本 百合子,15993,泉山問題について,新字新仮名,,公開,2007-12-22,宮本百合子全集　第三十巻,新日本出版社,いずみやまもんだいについて,,https://www.aozora.gr.jp/cards/000311/files/15993_28851.html
311,宮本 百合子,3104,異性の間の友情,新字新仮名,,公開,2003-07-12,宮本百合子全集　第十四巻,新日本出版社,いせいのあいだのゆうじょう,,https://www.aozora.gr.jp/cards/000311/files/3104_10691.html
311,宮本 百合子,3838,異性の何処に魅せられるか,新字新仮名,,公開,2003-11-15,宮本百合子全集　第十七巻,新日本出版社,いせいのどこにみせられるか,,https://www.aozora.gr.jp/cards/000311/files/3838_12773.html
311,宮本 百合子,3131,異性の友情,新字新仮名,,公開,2003-07-21,宮本百合子全集　第十四巻,新日本出版社,いせいのゆうじょう,,https://www.aozora.gr.jp/cards/000311/files/3131_10745.html
311,宮本 百合子,1953,伊太利亜の古陶,新字新仮名,,公開,2002-01-01,宮本百合子全集　第二巻,新日本出版社,イタリアのことう,,https://www.aozora.gr.jp/cards/000311/files/1953_54296.html
311,宮本 百合子,3891,一隅,新字新仮名,,公開,2003-11-27,宮本百合子全集　第十七巻,新日本出版社,いちぐう,,https://www.aozora.gr.jp/cards/000311/files/3891_12762.html
311,宮本 百合子,16027,一日,新字新仮名,,公開,2008-03-27,宮本百合子全集　第三十巻,新日本出版社,いちにち,,https://www.aozora.gr.jp/cards/000311/files/16027_29999.html
311,宮本 百合子,4022,一刻,新字新仮名,,公開,2003-12-23,宮本百合子全集　第十七巻,新日本出版社,いっこく,,https://www.aozora.gr.jp/cards/000311/files/4022_12766.html
311,宮本 百合子,1964,一太と母,新字新仮名,,公開,2002-10-25,宮本百合子全集　第三巻,新日本出版社,いったとはは,,https://www.aozora.gr.jp/cards/000311/files/1964_6855.html
311,宮本 百合子,3441,一票の教訓,新字新仮名,,公開,2003-10-20,宮本百合子全集　第十六巻,新日本出版社,いっぴょうのきょうくん,,https://www.aozora.gr.jp/cards/000311/files/3441_12347.html
311,宮本 百合子,1976,一本の花,新字新仮名,,公開,2002-05-07,宮本百合子全集　第四巻,新日本出版社,いっぽんのはな,,https://www.aozora.gr.jp/cards/000311/files/1976_6566.html
311,宮本 百合子,3464,偽りのない文化を,新字新仮名,,公開,2003-10-24,宮本百合子全集　第十六巻,新日本出版社,いつわりのないぶんかを,,https://www.aozora.gr.jp/cards/000311/files/3464_12370.html
311,宮本 百合子,15953,いとこ同志,新字新仮名,,公開,2007-10-07,宮本百合子全集　第三十巻,新日本出版社,いとこどうし,,https://www.aozora.gr.jp/cards/000311/files/15953_27927.html
311,宮本 百合子,3854,田舎風なヒューモレスク,新字新仮名,,公開,2003-11-18,宮本百合子全集　第十七巻,新日本出版社,いなかふうなヒューモレスク,,https://www.aozora.gr.jp/cards/000311/files/3854_12768.html
311,宮本 百合子,3955,犬三態,新字新仮名,,公開,2003-12-09,宮本百合子全集　第十七巻,新日本出版社,いぬさんたい,,https://www.aozora.gr.jp/cards/000311/files/3955_12772.html
311,宮本 百合子,4193,犬のはじまり,新字新仮名,,公開,2008-12-27,宮本百合子全集　第十八巻,新日本出版社,いぬのはじまり,,https://www.aozora.gr.jp/cards/000311/files/4193_33651.html
311,宮本 百合子,4014,いのちのある智慧,新字新仮名,,公開,2003-12-23,宮本百合子全集　第十七巻,新日本出版社,いのちのあるちえ,,https://www.aozora.gr.jp/cards/000311/files/4014_12770.html
311,宮本 百合子,4017,いのちの使われかた,新字新仮名,,公開,2003-12-23,宮本百合子全集　第十七巻,新日本出版社,いのちのつかわれかた,,https://www.aozora.gr.jp/cards/000311/files/4017_12769.html
